,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet),Neighbors_Count_UpToDate
9104,Operator 12,Well 8421,MBH,10303,52,151,90,5,15412361,196209,9/13/2013,P & P (cmt.),47.93265378,-102.221801,CROSSLINKED (HC),660,248.32,1004.930966,909.6427789,812.8753013,747.9143838,657.5909489,468664.0512,350430.1109,0
9105,Operator 34,Well 8422,TFH,9914,25,150,92,16,3266596,67459.57143,10/22/2013,P & P (cmt.),47.81735904,-102.4668203,,650.35899,157.75,781.130835,700.997151,590.8941486,497.1473446,443.0473373,397727.4632,329512.0868,1.25
9106,Operator 38,Well 8423,MBH,4469,17,152,91,29,1624250,19053,6/29/2013,OH,47.96212612,-102.3570866,,660,84.04,392.7021696,342.1104536,297.5235591,256.8266491,223.9234057,440410.065,371313.7848,2
9107,Operator 4,Well 8424,MBH,6924,22,154,91,33,1378220,6120.928571,8/16/2013,OH,48.11112648,-102.3863935,CROSSLINKED (HC),660,106.23,592.1433268,450.3506465,387.0863467,338.2606472,293.9760026,450997.6203,425566.0846,2
9108,Operator 30,Well 8425,TFH,9497,30,151,93,11,2485340,47422,11/12/2013,Sleeves,47.90626857,-102.5387654,CROSSLINKED (HC),660,147.64,884.7140039,643.2171817,507.8840675,442.1031485,398.3809993,391311.0284,366172.9066,2.25
9109,Operator 4,Well 8426,MBH,9801,42,154,92,11,2955130,66395,10/1/2013,P & P (cmt.),48.17111026,-102.4622125,,511.49715,102.19,436.9493754,389.5792242,335.2344948,301.5194682,276.8984221,440338.7246,452433.8247,2
9110,Operator 12,Well 8427,MBH,7928,40,153,90,19,17334040,243011,11/30/2013,P & P (cmt.),48.06616431,-102.303029,,660,352.02,1397.896121,1342.450142,1180.429542,1049.565344,911.3110892,465217.678,403353.0085,1
9111,Operator 4,Well 8428,MBH,9798,30,153,90,7,2060220,26041,10/8/2013,Sleeves,48.09481132,-102.3015103,CROSSLINKED (HC),660,79.87,276.1341223,266.7872014,253.8735481,237.2708014,222.9344729,468918.261,413226.1995,1
9112,Operator 12,Well 8429,MBH,8474,42,153,90,14,12676195,257854.4286,2/14/2014,P & P (cmt.),48.07257058,-102.2224909,,660,302.11,1236.456279,1168.945869,1026.024545,897.9728249,789.6066185,484795.2841,399292.2535,2
9113,Operator 22,Well 843,TFH,9267,36,162,98,22,1821123,49237,5/27/2013,Sleeves,48.83718435,-103.3944299,,660,66.57,341.5187377,307.275915,236.4288845,204.1675798,180.6788297,304085.5068,758421.9011,1
9114,Operator 4,Well 8430,TFH,9846,42,154,91,31,2785758,66061,1/29/2014,P & P (cmt.),48.11706125,-102.4193632,,660,81.27,362.8533859,309.785229,257.2485207,234.122288,220.75389,443994.5829,430223.0441,0.25
9115,Operator 38,Well 8431,MBH,4270,22,152,92,29,4839890,52742,12/11/2013,P & P (cmt.),47.96266347,-102.4848942,SW-GEL HYBRID,590.881265,91.81,585.9960552,415.4284462,319.0006575,278.4315874,243.9896998,410554.2929,381563.8375,2
9116,Operator 38,Well 8432,MBH,4688,23,152,92,29,3404419,45475,12/17/2013,P & P (cmt.),47.96266364,-102.4847921,SW-GEL HYBRID,643.29123,100.76,628.8297173,463.2916941,350.3944773,298.7435167,265.5654175,410578.2077,381555.8407,3
9117,Operator 30,Well 8433,TFH,10828,30,150,92,17,2742780,50930,11/8/2014,Sleeves,47.81758393,-102.4800385,,627.636725,169.91,640.9927679,551.698444,484.1387245,,,394652.5902,330635.5635,2.5
9118,Operator 12,Well 8434,MBH,8644,43,155,90,31,12884059,288045.0714,3/22/2014,P & P (cmt.),48.19829681,-102.292542,,660,157.27,713.0177515,641.1352181,551.440938,478.5484696,427.8325663,483097.7889,448627.6443,2
9119,Operator 37,Well 8435,MBH,4232,18,154,92,6,2360392,35673,4/28/2014,OH,48.19588512,-102.5482231,,660,79.65,540.9598948,373.5481043,284.4345825,241.2265323,211.8124041,423200.6703,467836.5566,0
9120,Operator 18,Well 8436,TFH,11582,35,155,93,36,2130945,40186,11/18/2013,Sleeves,48.21012828,-102.5875256,,660,60.76,280.7034845,225.662941,186.5768135,165.8594492,149.3754109,415722.0838,475898.1647,1.5
9121,Operator 4,Well 8437,MBH,6175,22,153,91,16,1794660,25038,7/8/2013,Sleeves,48.06915472,-102.3949897,CROSSLINKED (HC),660,117.74,475.9368836,416.1516546,375.9533202,351.7167068,318.1459566,444072.7716,411605.6304,0
9122,Operator 34,Well 8438,TFH,9934,23,150,92,16,2989278,74023.21429,10/22/2013,P & P (cmt.),47.81743072,-102.4666492,,660,85.86,473.7672584,424.4356783,339.2888451,285.1157864,254.5857988,397776.0208,329523.5312,1.25
9123,Operator 38,Well 8439,MBH,3964,17,152,91,29,1475242,20178,6/30/2013,Sleeves,47.96211799,-102.3569845,LINEAR GEL (HC),660,82.67,336.1932939,322.3756301,294.718387,249.755278,218.8116371,440433.0208,371302.9292,3
9124,Operator 29,Well 844,TFH,9430,37,162,101,15,2733170,71082,7/28/2013,P & P,48.86500208,-103.7780409,SLICKWATER (HC),660,43.34,302.0381328,218.5623493,161.3467017,132.7452699,116.469428,219444.3107,799015.9435,0
9125,Operator 12,Well 8440,MBH,12193,60,154,90,32,14427158,220708,9/18/2013,P & P (cmt.),48.12390176,-102.2865544,SLICKWATER (HC),660,436.76,1438.527285,1368.704799,1309.171598,1228.048068,1171.764738,475808.9727,422204.4401,0
9126,Operator 38,Well 8441,TFH,9830,36,152,92,7,5276107,53985,11/2/2013,Sleeves,47.99820569,-102.512856,LINEAR GEL (HC),208.94805,91.33,465.9434583,440.2257287,342.3296077,288.490759,248.2549858,408190.2828,396155.152,1.5
9127,Operator 4,Well 8442,MBH,9563,42,154,92,11,2885401,65573,10/1/2013,P & P (cmt.),48.17086356,-102.4622125,LINEAR GEL (HC),412.93395,82.05,516.4365549,387.6397107,317.0392286,262.2032289,223.320732,440309.7494,452347.8091,2
9128,Operator 4,Well 8443,MBH,6922,26,154,92,26,2073220,26793,8/18/2013,Sleeves,48.13807914,-102.4631367,CROSSLINKED (HC),603.10756,104.57,549.4740302,469.4389656,370.4799474,317.8610563,279.9884944,436243.6697,440990.1626,1
9129,Operator 18,Well 8444,TFH,8587,35,155,93,32,2519014,39634,3/7/2014,Sleeves,48.20457326,-102.6585434,CROSSLINKED (HC),439.081,102.01,635.0098619,513.182117,380.2980495,307.5388998,265.5078895,398523.4344,479568.7234,4.25
9130,Operator 18,Well 8445,TFH,10473,34,155,94,22,3471377,63242,2/23/2014,Sleeves,48.228498,-102.7492441,,494.77613,76.46,464.957265,397.9289941,286.741179,230.9372489,194.6745562,380239.2521,495082.2114,3.25
9131,Operator 12,Well 8446,MBH,8899,44,153,90,14,13230124,266268.2857,2/15/2014,P & P (cmt.),48.07266652,-102.2224916,SLICKWATER (HC),660,277.12,1036.456279,968.8910804,907.2923515,807.2065162,721.2332895,484806.2944,399325.7814,3
9132,Operator 41,Well 8447,MBH,9698,29,155,92,20,3812575,71020,6/19/2014,P & P,48.22648857,-102.5431733,LINEAR GEL (HC),569.42172,105.25,443.8198554,424.8082402,359.6811308,278.7018774,,427982.1791,478106.9904,4.75
9133,Operator 1,Well 8448,TFH,10167,30,154,94,22,4250200,75471.64286,2/26/2014,P & P,48.14040923,-102.7523276,LINEAR GEL (HC),235.231295,143.19,787.3438527,682.0731975,556.8704799,464.0989115,380.2295639,369073.4406,464646.5007,0
9134,Operator 12,Well 8449,MBH,7485,38,155,90,31,11301952,248552.2381,3/21/2014,P & P (cmt.),48.19815975,-102.2925411,SLICKWATER (HC),660,108.63,604.9967127,539.8312514,403.0188472,329.1767112,276.8984221,483081.9924,448579.7516,1
9135,Operator 20,Well 845,TFH,9593,25,163,99,22,1532220,22650,5/11/2013,OH,48.92398066,-103.5258385,,647.34452,55.69,397.4687705,305.2925707,227.6024545,180.5610344,152.953101,284485.8333,799167.0318,0.25
9136,Operator 18,Well 8450,MBH,11254,35,155,93,35,3534715,50703,8/25/2014,Sleeves,48.21017793,-102.6026948,CROSSLINKED (HC),660,78.96,448.2577252,361.4727153,267.2967346,,,412194.2796,477111.7915,1
9137,Operator 18,Well 8451,MBH,9594,35,154,94,26,3521094,48844,4/25/2014,Sleeves,48.13863977,-102.7401631,,473.69035,157.46,740.6311637,649.6712689,529.7392067,439.4039009,379.7172913,371699.1073,463064.8713,2.25
9138,Operator 12,Well 8452,MBH,10267,52,153,90,15,14298834,213419,8/15/2013,P & P (cmt.),48.06723705,-102.2358895,SLICKWATER (HC),660,440.17,1720.118343,1523.624808,1282.149901,1170.666228,1082.095113,481040.888,398477.5913,0
9139,Operator 12,Well 8453,MBH,11813,59,152,90,5,18010137,226468,10/16/2013,P & P (cmt.),48.02184404,-102.2269322,LINEAR GEL (HC),660,279.4,1158.218277,980.8788078,889.918913,818.5367814,720.9319527,477848.2537,381941.9873,2
9140,Operator 11,Well 8454,MBH,4792,18,153,93,9,2159959,39364,7/12/2013,Sleeves,48.09492664,-102.6481568,,576.00571,72.52,394.4115713,312.6013588,250.1917598,218.7815034,193.778764,387984.1094,440547.4435,2
9141,Operator 4,Well 8455,MBH,7244,26,154,91,33,1967580,27566,7/27/2013,OH,48.11137319,-102.3863987,CROSSLINKED (HC),611.63375,84.55,314.9243918,290.7407407,267.3350866,251.4646797,231.5855797,451025.3035,425652.5236,1
9142,Operator 38,Well 8456,MBH,9854,36,152,92,7,5277970,56483,10/28/2013,Sleeves,47.99827422,-102.5128568,,137.41445,136.39,628.5009862,617.5871137,527.1203156,438.3519614,382.9744686,408198.155,396179.0941,1.25
9143,Operator 4,Well 8457,MBH,8983,30,153,91,16,1833360,25806,7/19/2013,Sleeves,48.07998761,-102.3927719,,631.5407,99.32,453.0900723,366.0749507,328.8571115,299.3644532,269.8252246,445860.086,415208.6257,2.25
9144,Operator 34,Well 8458,MBH,9875,25,150,92,15,4025021,63129.16667,10/1/2013,P & P (cmt.),47.81663098,-102.445958,CROSSLINKED (HC),643.82983,196.77,799.112426,743.4692089,666.6885821,599.3644532,535.4043393,402537.1474,327609.8523,1.25
9145,Operator 11,Well 8459,MBH,10135,36,158,92,30,4217591,62120,12/30/2013,Sleeves,48.48304299,-102.6233247,,531.43245,95.54,494.904668,410.376945,365.7462196,304.9236613,258.5168749,439626.8279,573862.3539,3.5
9146,Operator 1,Well 846,TFH,9668,30,160,96,1,2985828,48248,8/17/2013,P & P,48.71969288,-103.0302847,CROSSLINKED (HC),299.483195,19.16,77.77777778,71.72912558,63.07254,57.07502374,52.49013807,373713.9008,688479.8669,3
9147,Operator 18,Well 8460,MBH,8937,34,155,93,32,3423877,51042,2/20/2014,Sleeves,48.20471032,-102.6585443,CROSSLINKED (HC),378.3374,96.23,558.9086128,428.7968442,326.8956827,282.2923515,252.714771,398539.4312,479616.5505,6.75
9148,Operator 18,Well 8461,MBH,10896,34,155,94,22,3530857,52237,2/19/2014,Sleeves,48.22848805,-102.7494493,,490.954825,86.94,820.5785667,446.7784352,319.9375411,263.748265,200.3835196,380190.3141,495095.0077,4.5
9149,Operator 4,Well 8462,MBH,10114,44,154,91,27,3229839,78591,12/4/2013,OH,48.12825541,-102.3735389,SLICKWATER (HC),660,78.18,304.2077581,298.8494412,273.7343853,249.5616919,230.1802542,456005.1539,430531.4712,3.25
9150,Operator 18,Well 8463,MBH,11730,30,156,93,5,2055867,35258,3/10/2014,Sleeves,48.37187701,-102.6680547,,545.57921,91.61,685.5358317,444.2581635,338.8286215,288.034188,246.5757177,416101.1977,538624.8459,1
9151,Operator 4,Well 8464,TFH,7486,22,153,92,24,1811230,28030,1/29/2014,Sleeves,48.0655161,-102.4513284,CROSSLINKED (HC),486.5331,61.23,462.5246548,261.483673,202.9421433,181.6604573,169.0910585,430481.2735,414765.2818,0
9152,Operator 41,Well 8465,TFH,9985,30,155,92,20,3948806,75068,6/19/2014,P & P,48.22648846,-102.5430501,LINEAR GEL (HC),631.019835,51.45,213.0834977,207.790927,173.1645847,140.4704507,,428010.8633,478097.2556,3.25
9153,Operator 41,Well 8466,MBH,10379,32,155,92,20,4085576,76459,6/11/2014,P & P,48.22648834,-102.5429269,,511.357305,137.23,590.105194,542.5268464,458.4319527,381.9490102,,428039.5463,478087.5173,3.5
9154,Operator 1,Well 8467,MBH,10051,30,154,94,22,6125419,95651,2/27/2014,P & P (cmt.),48.14049376,-102.7524623,CROSSLINKED (HC),452.12513,142.14,1019.395135,801.9395135,566.8365111,459.6464314,364.1053035,369052.069,464686.6302,0.25
9155,Operator 12,Well 8468,MBH,6390,32,155,90,31,9734060,202643.0476,3/20/2014,P & P (cmt.),48.19802268,-102.2925402,SLICKWATER (HC),660,133.55,756.9033531,633.0593908,469.165023,386.2079042,338.091716,483066.1948,448531.8554,0
9156,Operator 18,Well 8469,MBH,9976,35,155,94,35,2403837,38919.33333,9/2/2013,Sleeves,48.19806501,-102.7288671,CROSSLINKED (HC),599.61028,111.35,760.2235371,600.5588429,417.5980714,347.3591935,301.1587771,381374.8669,482866.7479,3.5
9157,Operator 22,Well 847,TFH,9221,30,162,98,22,1690858,102661.3571,6/17/2013,P & P,48.83718976,-103.3826426,SLICKWATER (HC),660,71.16,383.0046022,304.3063774,259.5496384,223.4787055,195.2744905,306794.1407,757479.573,1
9158,Operator 30,Well 8470,TFH,9405,30,151,93,14,2174240,45793,7/28/2013,Sleeves,47.9044123,-102.5441696,,417.23544,95.85,469.1321499,370.6991015,312.371247,274.4028052,246.8715757,389826.8459,365953.9647,0
9159,Operator 4,Well 8471,MBH,9892,42,154,91,14,6027880,103042,6/8/2013,OH,48.16698855,-102.348909,CROSSLINKED (HC),660,181.81,753.4516765,714.3436336,639.1847469,579.3885602,527.52849,466287.4007,442111.6168,2
9160,Operator 12,Well 8472,MBH,9658,48,152,90,5,14631098,180032,10/16/2013,P & P (cmt.),48.02203592,-102.2269334,,660,237.99,1110.880999,918.277449,755.9500329,666.1224341,612.4972606,477870.3212,382009.018,2
9161,Operator 11,Well 8473,TFH,5529,18,153,93,9,2071625,36436,7/15/2013,Sleeves,48.09492612,-102.6483615,,253.63626,96.83,470.973044,381.4924392,321.3949156,279.2241946,253.8324567,387936.2791,440563.4668,0.75
9162,Operator 4,Well 8474,TFH,4135,18,155,93,13,1367540,28884,8/7/2013,OH,48.25409609,-102.5761575,CROSSLINKED (HC),660,50.34,223.04405,211.779531,184.3304843,151.5231208,132.2594784,423555.2447,490327.7213,0.25
9163,Operator 34,Well 8475,TFH,9909,25,150,92,15,3211930,63415.85714,10/10/2013,P & P (cmt.),47.81671056,-102.4457905,,660,82.49,468.9020381,422.6386149,309.7907079,257.1225071,228.2023888,402585.7846,327624.3447,2.5
9164,Operator 18,Well 8476,TFH,9188,34,155,93,32,2413384,49945,2/24/2014,Sleeves,48.20484738,-102.6585453,,437.0769,89.12,694.1485865,448.0276134,325.0109577,270.2425305,230.5035065,398555.4046,479664.3855,3.25
9165,Operator 4,Well 8477,MBH,9601,41,154,91,27,2883470,69433,12/4/2013,P & P (cmt.),48.12837877,-102.373538,SLICKWATER (HC),660,141.87,530.6377383,484.1442034,451.3916283,429.4433487,409.7331799,456019.8077,430574.422,3.25
9166,Operator 12,Well 8478,MBH,10191,51,153,90,3,15804840,322764.1905,5/4/2014,P & P (cmt.),48.10319991,-102.243452,,660,276.47,1126.364234,979.1255753,860.7385492,791.9424355,725.2821609,483464.1416,411615.0642,1
9167,Operator 4,Well 8479,MBH,6518,22,153,92,25,1856155,36427,2/14/2014,P & P (cmt.),48.0469843,-102.4542431,SLICKWATER (HC),660,80.7,329.947403,295.9346921,260.9850975,229.8816568,204.9501425,427624.8788,408534.9006,0
9168,Operator 1,Well 848,TFH,9466,30,162,97,19,3081816,46821,9/21/2013,P & P,48.83743816,-103.3234893,CROSSLINKED (HC),660,73.49,277.547666,251.2820513,227.6736796,204.9674921,189.5079991,320415.8299,752833.1266,0
9169,Operator 41,Well 8480,MBH,10037,31,156,92,31,3954704,82230,4/14/2014,P & P,48.28467096,-102.5660477,,545.317775,118.38,471.0716634,429.1255753,378.029805,313.9820294,,429513.3758,500190.4672,1.5
9170,Operator 18,Well 8481,TFH,9911,34,155,94,35,1929765,37009,8/9/2013,Sleeves,48.19806473,-102.7286619,,520.5709,119.95,758.9414859,559.8400175,425.2903791,354.0908759,312.9273504,381422.6201,482850.3909,1.75
9171,Operator 30,Well 8482,TFH,9417,30,151,93,14,2188920,46849,7/31/2013,Sleeves,47.9044126,-102.5443736,CROSSLINKED (HC),604.920905,103.45,499.4411571,428.139382,334.3140478,293.7869822,268.444554,389779.102,365970.214,1
9172,Operator 38,Well 8483,MBH,9573,42,152,93,23,5017616,105814,6/26/2015,Sleeves,47.96401532,-102.5381688,CROSSLINKED (HC),632.27994,152.94,,,,,,398246.6245,386242.1724,0.25
9173,Operator 38,Well 8484,TFH,10068,44,152,93,23,5253459,115287,6/28/2015,Sleeves,47.96401532,-102.5380666,CROSSLINKED (HC),653.05137,144.12,,,,,,398270.5372,386234.094,1.25
9174,Operator 38,Well 8485,TFH,9104,47,152,93,23,4816226,110378,7/1/2015,Sleeves (cmt.),47.96401532,-102.5379645,CROSSLINKED (HC),633.389135,171.78,,,,,,398294.4266,386226.0236,2.25
9175,Operator 18,Well 8486,TFH,9613,35,154,93,19,2622597,38786,5/23/2014,Sleeves,48.140908,-102.6872862,CROSSLINKED (HC),610.748485,97.44,484.4510191,417.1268902,336.9986851,283.8812185,250.7615604,384294.5669,459663.0351,4.75
9176,Operator 34,Well 8487,MBH,3970,15,150,92,4,2578607,44764,7/28/2014,P & P (cmt.),47.83412386,-102.4511324,SLICKWATER (HC),660,95.42,331.9197896,308.7113741,289.2340565,275.8674848,,403375.0125,334112.8096,1
9177,Operator 4,Well 8488,MBH,4506,19,155,93,13,1705520,32101,8/7/2013,P & P (cmt.),48.25409626,-102.5757878,CROSSLINKED (HC),660,66.47,359.5332018,296.6250274,233.8921762,200.5515377,177.4764409,423641.328,490298.6647,0.25
9178,Operator 30,Well 8489,TFH,9700,30,151,93,15,2046340,47543,10/3/2013,Sleeves,47.90453999,-102.5617817,CROSSLINKED (HC),635.566725,113.84,533.6620644,474.150778,398.9371028,342.1433268,304.9720579,385717.0612,367392.6881,0
9179,Operator 20,Well 849,MBH,9834,25,163,99,22,1579760,22988,5/12/2013,OH,48.92398042,-103.5257345,CROSSLINKED (HC),618.50062,60.5,425.5095332,340.3791365,245.6662284,193.5897436,164.6751041,284509.6477,799158.5927,1.25
9180,Operator 30,Well 8490,TFH,9531,30,151,93,15,2165840,49388,1/19/2014,Sleeves,47.90453987,-102.5615777,,660,147.09,593.9184747,553.9666886,487.1466141,433.4757835,388.4724962,385764.823,367376.4921,1
9181,Operator 4,Well 8491,MBH,9638,30,153,91,7,1974620,26744,8/16/2013,Sleeves,48.08624977,-102.4380715,CROSSLINKED (HC),660,93.56,337.7712032,328.4571554,301.1779531,278.595953,256.7992549,436011.5073,420950.5409,2
9182,Operator 4,Well 8492,MBH,6755,32,153,92,17,2326428,48220,1/9/2014,P & P (cmt.),48.07333393,-102.5279252,CROSSLINKED (HC),540.3985,73.12,347.8303748,316.5570896,265.1325882,228.2562642,198.4714004,413506.7356,423523.8963,1
9183,Operator 4,Well 8493,TFH,7847,26,153,92,25,1917426,27523,11/10/2013,Sleeves,48.05114252,-102.4516941,,660,70.5,250.9204471,223.5261889,202.2956388,192.7460004,181.5883191,428708.7126,409783.7166,0.25
9184,Operator 18,Well 8494,TFH,6846,28,156,93,5,2041094,37813,3/13/2014,Sleeves,48.37146585,-102.6680532,,501.20342,68.05,274.3918475,266.8091168,228.3366206,199.1270363,178.0133684,416052.8928,538481.4101,0.5
9185,Operator 12,Well 8495,MBH,9132,45,153,90,3,14010268,281406.4762,5/3/2014,P & P (cmt.),48.1032001,-102.2436568,,660,311.19,1237.278107,1115.428446,1026.325882,930.4112791,846.2771203,483416.3039,411631.1196,0
9186,Operator 11,Well 8496,TFH,9417,36,158,92,12,3559577,52544,1/2/2014,Sleeves,48.51802867,-102.5084637,,660,32.38,124.1288626,117.762437,108.7935569,100.9423625,92.59533202,470381.0227,577061.5292,0
9187,Operator 11,Well 8497,MBH,9851,36,156,92,20,4602726,70717,5/27/2014,Sleeves,48.32294099,-102.5463923,LINEAR GEL (HC),194.80315,104.94,560.0262985,436.1713785,368.5952224,316.0347724,274.723318,438596.1854,511987.9965,1
9188,Operator 12,Well 8498,MBH,9242,46,153,90,3,14014210,276902.881,3/30/2014,P & P (cmt.),48.10889439,-102.2356696,SLICKWATER (HC),660,369.51,1199.47403,1146.340127,1099.271313,1066.082256,1003.024326,485946.4202,412994.4201,0
9189,Operator 30,Well 8499,MBH,9183,30,151,93,34,2368480,47933,2/10/2014,Sleeves,47.84882166,-102.5588426,,660,149.39,806.6732413,687.332895,563.9710717,475.6373731,411.3603989,379844.597,347754.4397,1.5
9190,Operator 1,Well 85,MBH,8576,27,142,98,9,1496365,44275,7/19/2013,P & P,47.12579625,-103.1094215,SLICKWATER (HC),660,24.78,117.9158448,97.79750164,83.96340127,76.53590474,69.36774052,164279.0211,140752.2185,0
9191,Operator 1,Well 850,TFH,9650,29,160,96,1,2948080,49002,9/8/2013,P & P,48.71954894,-103.026844,,244.82574,23.72,112.2945431,97.86324786,82.58273066,70.75388998,62.4890423,374489.8364,688156.8005,3.25
9192,Operator 18,Well 8500,TFH,9076,34,155,94,35,1937440,35632,9/7/2013,Sleeves,48.19806445,-102.7284567,CROSSLINKED (HC),592.66394,104.95,602.8928337,484.5605961,376.5450362,312.7328512,278.2243042,381470.3734,482834.0341,3.25
9193,Operator 30,Well 8501,MBH,9419,30,151,93,14,2306900,43265,8/16/2013,Sleeves,47.90441289,-102.5445776,CROSSLINKED (HC),604.920905,165.52,728.7968442,670.8196362,547.2386588,479.6113668,430.243261,389731.3569,365986.4599,0.75
9194,Operator 4,Well 8502,MBH,7737,26,153,91,31,1785462,25621,6/22/2013,Sleeves,48.03623509,-102.431876,SW-XL HYBRID,660,120.73,694.3458251,469.7348236,393.9184747,358.1488787,320.3868069,431592.0722,403027.9867,0
9195,Operator 18,Well 8503,MBH,9362,34,154,93,19,2498981,38064,5/26/2014,Sleeves,48.14090763,-102.6871509,CROSSLINKED (HC),555.26697,68.32,523.6357659,316.6009204,235.7659435,203.9739937,178.5119439,384326.0672,459652.1899,6.5
9196,Operator 4,Well 8504,MBH,9678,30,154,91,33,2839060,36291,9/1/2013,Sleeves,48.12366849,-102.3758291,CROSSLINKED (HC),660,133.69,593.2281394,458.4703046,407.3416612,384.4108408,365.7599167,454933.3516,429111.3505,2
9197,Operator 11,Well 8505,TFH,9621,36,154,93,23,4438352,77939,10/20/2013,Sleeves,48.13975871,-102.5946738,,477.67372,98.9,621.4003945,443.315801,345.0635547,292.5195412,256.5718825,405754.708,451938.7071,2.75
9198,Operator 38,Well 8506,MBH,4098,15,152,91,21,1427573,16900,9/12/2013,Sleeves,47.96464392,-102.3312014,SW-GEL HYBRID,660,77.37,330.9993425,301.9175981,276.5395573,236.9055446,207.8320184,446765.6545,370158.9057,1
9199,Operator 11,Well 8507,MBH,9442,36,154,93,23,4240390,73065,11/5/2013,Sleeves,48.13980179,-102.598896,,256.99636,95.95,477.3833005,396.7674775,346.6852948,311.103806,274.4904668,404775.054,452287.1225,4.5
9200,Operator 4,Well 8508,MBH,9652,30,154,91,28,2857660,34551,10/4/2013,Sleeves,48.13492946,-102.376081,CROSSLINKED (HC),660,150.49,651.0519395,573.0878808,491.9953978,443.2975382,405.1665571,456193.1503,433058.2867,2.25
9201,Operator 4,Well 8509,MBH,9093,41,153,92,17,3076136,64465,1/9/2014,P & P (cmt.),48.07318781,-102.5282221,CROSSLINKED (HC),409.28095,83.59,331.9526627,307.2649573,277.695595,250.9204471,226.8902038,413420.1971,423496.3917,1
9202,Operator 20,Well 851,MBH,10194,25,163,99,26,1551626,22392,11/3/2013,OH,48.92261907,-103.5048876,,623.65175,33.09,204.9309665,153.988604,113.2533421,95.96391263,84.01271094,289123.4764,797010.5851,0
9203,Operator 4,Well 8510,MBH,7925,26,153,92,25,2018640,26872,11/9/2013,Sleeves,48.0508958,-102.4516941,CROSSLINKED (HC),660,111.94,510.6508876,448.2138944,358.8921762,319.8845789,293.3705895,428679.7541,409697.7166,0
9204,Operator 38,Well 8511,MBH,4802,23,152,91,5,5211740,66551,4/3/2014,P & P (cmt.),48.00800224,-102.3635905,SLICKWATER (HC),660,141.19,778.3366206,661.187815,537.7054569,417.1195851,,444254.8781,387818.7709,0.25
9205,Operator 11,Well 8512,MBH,10052,36,158,92,12,4410059,58202,1/11/2014,Sleeves,48.51802841,-102.5086702,LINEAR GEL (HC),660,48.4,205.6541749,170.5128205,154.3173351,143.502082,131.3582073,470333.125,577077.5912,0.25
9206,Operator 11,Well 8513,TFH,9802,36,156,92,20,4317992,84446,5/31/2014,Sleeves,48.32280393,-102.5463923,LINEAR GEL (HC),197.68345,29.6,176.8902038,127.4490467,91.40916064,69.14676017,,438580.0353,511940.2053,0.5
9207,Operator 30,Well 8514,TFH,9579,30,150,93,2,2325745,47197,2/27/2014,Sleeves,47.84662385,-102.5473009,CROSSLINKED (HC),489.832495,118.12,641.7488494,489.2504931,413.6971291,359.3834466,311.2809555,382291.587,346074.4534,1.5
9208,Operator 30,Well 8515,MBH,9746,30,150,93,2,2590600,41666,2/24/2014,Sleeves,47.84662414,-102.5475047,,567.394295,158.87,799.2767916,726.2436993,590.0723208,491.3762875,425.3205128,382243.8425,346090.7008,1.25
9209,Operator 18,Well 8516,MBH,9950,34,157,94,14,2341588,38827,4/8/2014,Sleeves,48.42965028,-102.7851369,,660,48.26,239.4477318,201.0957703,158.273066,134.9733363,119.8444006,395779.9723,568004.2124,0
9210,Operator 18,Well 8517,TFH,10142,35,156,93,16,2262340,39367,4/13/2014,Sleeves,48.33387686,-102.6525052,CROSSLINKED (HC),509.07875,77.45,584.5825115,347.4030243,258.1087004,221.2506392,199.3534955,415218.4816,524153.4171,4
9211,Operator 18,Well 8518,MBH,9800,34,155,94,35,1935470,37496,9/5/2013,Sleeves,48.19806417,-102.7282515,,595.50694,95.82,706.8047337,454.9528819,333.6620644,285.7988166,250.9396231,381518.1267,482817.6774,4.5
9212,Operator 30,Well 8519,TFH,9678,30,151,93,14,2245660,46820,8/8/2013,Sleeves,47.90441319,-102.5447817,,626.693435,99.75,527.9750164,421.7181679,334.4017094,286.1275477,257.0759369,389683.5897,366002.7172,2
9213,Operator 20,Well 852,MBH,9799,25,163,99,26,1563804,22070,11/4/2013,OH,48.92261882,-103.5049916,CROSSLINKED (HC),653.92919,28.18,117.7843524,108.1306158,91.2886259,79.43969611,70.458032,289099.5997,797018.8484,1
9214,Operator 18,Well 8520,MBH,9599,34,154,93,21,2160462,39041,8/21/2013,Sleeves,48.13990727,-102.6409169,,274.192665,113.93,765.5489809,503.692746,400.6026737,340.4704507,296.7592593,394987.9344,455644.6159,3.5
9215,Operator 18,Well 8521,MBH,8938,35,154,93,19,1721170,33441,8/29/2013,Sleeves,48.14090705,-102.6869459,,405.741245,72.67,470.1183432,325.4766601,259.1715976,222.426766,195.5100811,384373.7927,459635.7512,4.75
9216,Operator 4,Well 8522,MBH,9711,29,154,91,33,2629160,35496,9/3/2013,Sleeves,48.11981711,-102.3758291,,660,104.08,498.4220907,442.5158887,368.7431514,316.8091168,278.2571773,454482.3827,427768.232,2
